par_id,community,text,label
3721,in-need,Childrens Hour program Childrens Foundation Inc asking volunteers give least one hour time value children need,1
8165,homeless,Through Gawad Kalinga Meloto emerged key player housing industry helping provide decent housing sustainable livelihood marginalized homeless Filipinos,1
10379,poor-families, Many children poor families workingclass homes hard time getting universities parents could afford fees So come poor family doomed ever remain inferior person said ,1
3688,homeless, Get homeless people shelters  assist families healthcare plans cover wider range issues surgeries ,0
2010,homeless,Thousands California college students homeless go hungry,0
1958,homeless,According Kenya Red Cross  three people died result floods Meru  Laikipia Nyeri counties  160 families Nyeri Kirinyaga counties left homeless floods swept away houses ,0
5503,hopeless,The author struck shock hears saying   I felt hopeless times wondering I going deal things   Rahman nt miss reveal mother grateful buying Fostex 16track mixerrecorder selling jewels saved sisters  marriage ,0
4263,poor-families,Christmas new year upon us families across Nigeria coming together celebrate But millions poor families celebrate occasions hunger fear uncertainty,1
7314,homeless,This time McTell performs Crisis Choir guest vocalist Annie Lennox part project end homelessness  Crisis formed 50 years ago well today operates 13 centres 4000 homeless persons Christmas ,1
5440,in-need,The charges stemmed 2017 charity event hosted Kotleba Peoples Party Our Slovakia LSNS Kotleba presented checks 1488 euros 1733 families need,1
7568,homeless,Homeless women still looking today A place sleep safe,1
979,migrant,The duo became  goto  forgers criminal gangs north London selling passports  driving licences national identity cards criminals illegal immigrants seeking new identity  pictured ,0
10135,poor-families,Indian children poor families never get chance use computer They also opportunity speak English Most time English teachers struggle speak well poorly taught,1
2564,disabled,LAWAS  The charred remains disabled teenager found bathroom semidetached wooden house palm oil plantation worker Jalan Sundar 940am  today ,0
641,migrant,According Capt Alfred Moela  communications manager Lydenburg SAPS  suspects apprehended Themba Nkambule  acting immigration officer  received tipoff two trucks transporting various people thought illegal immigrants ,0
5117,hopeless,Why cynicism  nihilistic hopelessness restlessness  destructive premonitions eversleeping nationstate undermine public trust fermented  headless  body politic ,0
5217,poor-families,Even hearing impaired orphan girls Government Womens Home got married swayamwaras  All hearing impaired married couples live happily given birth around 600 normal children The education children poor families even sponsored Trust,1
5880,migrant,The Trump administration shown deep skepticism toward temporary protected status program moved revoke special status afforded thousands immigrants El Salvador  Haiti  Honduras  Nicaragua Sudan ,0
5833,homeless,MORE HUMANE SHELTER  The International Organization Migration  IOM  set decent tents displaced homeless people Bohol  Photo Conrad NavidadIOM,0
5280,homeless,A single mother 1 shared stories African Womens Project new album mission help homeless children Nigeria uses music platform make impact lives some We talked issues become Nigerian voice She also talked upcoming album fans expect,1
4930,refugee,New Zealand could expand sponsored refugee trial accommodate refugees America broken faith with This need come particularly great cost government All government needs allow caring New Zealanders help   see Doing good good consequence,1
10220,homeless,Addressing FCA World Democracy Day Deshapriya said wants even homeless people country able participate elections research underway figure many people involved I was,1
3075,refugee,They housed badly overcrowded 250bed refugee centre overflowing around 1000 people including previous arrivals ,0
7769,hopeless, You get feeling hopelessness following days starting  To need skill able bounce back know reason re ,0
1554,immigrant, And  intersections exist life  woman  multiracial woman  woman color  queer  bisexual  MexicanIrish American  immigrant  raised families heavily rooted Catholicism Mexican Irish sides  I deeply invested projects allow youth s voices heard  support youth owning complex narratives show ways need us  ,0
4407,women,What understand education means educate man educate man educate woman educate whole generation Education women important whole family Because women mothers future generation If women uneducated future generation uneducated If women educated future generation educated,1
5285,migrant,Making human person focal point issue  obliges us always prioritize personal safety national security   said  stressed importance ensuring migrants asylum seekers guaranteed personal safety access basic services upon arrival ,0
